Symbol,Reserved1,PrimaryListingMarketParticipantID,PrimaryListingMarketPreviousClosingPrice,ConsolidatedClosingPrice,RoundLotSize,Reserved2,LULDTier,LULDLeverageRatio,Test,IPO,FinancialStatusIndicator,ShortSaleRestrictionIndicator,HaltReason,InstrumentType,Reserved3,Reserved4,Reserved5
IHI,,P,62.09,62.09,100,,1,1,0,0,0, , ,0,,,
IH,,N,2.8,2.8,100,,2,1,0,0,0, , ,0,,,
IHS,,N,7.23,7.23,100,,2,1,0,0,0, , ,0,,,
IHT,,A,1.95,1.95,100,,2,1,0,0,0, , ,0,,,
IHY,,P,22.055,22.055,100,,2,1,0,0,0, , ,0,,,
IIF,,N,26.72,26.72,100,,2,1,0,0,0, , ,0,,,
IIGD,,P,24.8,24.8,100,,2,1,0,0,0, , ,0,,,
IIIN,,N,38.81,38.81,100,,2,1,0,0,0, , ,0,,,
IIM,,N,11.67,11.67,100,,2,1,0,0,0, , ,0,,,
IIPR,,N,56.61,56.61,100,,2,1,0,0,0, , ,0,,,
IIPRpA,,N,24.76,24.76,100,,2,1,0,0,0, , ,0,,,
IJAN,,P,34.775,34.775,100,,2,1,0,0,0, , ,0,,,
IJH,,P,65.43,65.43,100,,1,1,0,0,0, , ,0,,,
IJJ,,P,131.04,131.04,100,,1,1,0,0,0, , ,0,,,
IJK,,P,95.39,95.39,100,,1,1,0,0,0, , ,0,,,
IJR,,P,118.76,118.76,100,,1,1,0,0,0, , ,0,,,
IJS,,P,110.04,110.04,100,,1,1,0,0,0, , ,0,,,
IJUL,,P,32.3667,32.3667,100,,2,1,0,0,0, , ,0,,,
IJUN,,P,28.1,28.1,100,,2,1,0,0,0, , ,0,,,
ILCB,,P,89.7649,89.7649,100,,1,1,0,0,0, , ,0,,,
ILCG,,P,100.99,100.99,100,,1,1,0,0,0, , ,0,,,
ILCV,,P,87.6508,87.6508,100,,1,1,0,0,0, , ,0,,,
ILDR,,P,30.37,30.37,100,,2,1,0,0,0, , ,0,,,
ILF,,P,26.84,26.84,100,,1,1,0,0,0, , ,0,,,
ILOW,,P,42.07,42.07,100,,1,1,0,0,0, , ,0,,,
ILS,,P,20.16,20.16,100,,2,1,0,0,0, , ,0,,,
ILTB,,P,49.23,49.23,100,,1,1,0,0,0, , ,0,,,
IMAR,,P,28.63,28.63,100,,2,1,0,0,0, , ,0,,,
IMAX,,N,28.96,28.96,100,,2,1,0,0,0, , ,0,,,
IMAY,,P,28.75,28.75,100,,2,1,0,0,0, , ,0,,,
IMCB,,P,82.56,82.56,100,,1,1,0,0,0, , ,0,,,
IMCG,,P,81.89,81.89,100,,1,1,0,0,0, , ,0,,,
IMFL,,Z,27.6248,27.6248,100,,2,1,0,0,0, , ,0,,,
IMF,,Z,43.8564,43.8564,100,,2,1,0,0,0, , ,0,,,
IMO,,A,89.82,89.82,100,,2,1,0,0,0, , ,0,,,
IMRA,,P,36.59,36.59,100,,2,1,0,0,0, , ,0,,,
IMST,,P,38.1054,38.1054,100,,1,1,0,0,0, , ,0,,,
IMTB,,P,43.825,43.825,100,,2,1,0,0,0, , ,0,,,
IMTM,,P,46.48,46.48,100,,1,1,0,0,0, , ,0,,,
INCE,,P,59.7808,59.7808,100,,2,1,0,0,0, , ,0,,,
INCM,,P,27.75,27.75,100,,1,1,0,0,0, , ,0,,,
INCO,,P,65.54,65.54,100,,1,1,0,0,0, , ,0,,,
INDA,,Z,52.68,52.68,100,,1,1,0,0,0, , ,0,,,
INDE,,P,29.7699,29.7699,100,,2,1,0,0,0, , ,0,,,
INDL,,P,55.81,55.81,100,,2,2,0,0,0, , ,0,,,
INDO,,A,2.86,2.86,100,,2,1,0,0,0, , ,0,,,
INDS,,P,37.4,37.4,100,,2,1,0,0,0, , ,0,,,
INEQ,,P,37.1747,37.1747,100,,2,1,0,0,0, , ,0,,,
INFA,,N,24.83,24.83,100,,1,1,0,0,0, , ,0,,,
INFL,,P,42.7,42.7,100,,1,1,0,0,0, , ,0,,,
INFO,,P,23.0554,23.0554,100,,2,1,0,0,0, , ,0,,,
INFU,,A,10.34,10.34,100,,2,1,0,0,0, , ,0,,,
INFY,,N,17.36,17.36,100,,2,1,0,0,0, , ,0,,,
INGM,,N,19.8,19.8,100,,1,1,0,0,0, , ,0,,,
ING,,N,24.04,24.04,100,,2,1,0,0,0, , ,0,,,
INGR,,N,129.25,129.25,100,,1,1,0,0,0, , ,0,,,
INKM,,P,33.15,33.15,100,,2,1,0,0,0, , ,0,,,
INLX,,A,9.8,9.8,100,,2,1,0,0,0, , ,0,,,
INMU,,P,23.53,23.53,100,,2,1,0,0,0, , ,0,,,
INN,,N,5.51,5.51,100,,2,1,0,0,0, , ,0,,,
INNpE,,N,20.59,20.59,100,,2,1,0,0,0, , ,0,,,
INNpF,,N,20.0098,20.0098,100,,2,1,0,0,0, , ,0,,,
INOV,,P,32.89,32.89,100,,2,1,0,0,0, , ,0,,,
INQQ,,P,16.1097,16.1097,100,,2,1,0,0,0, , ,0,,,
INR,,N,14.65,14.65,100,,2,1,0,0,0, , ,0,,,
INSP,,N,92.3,92.3,100,,1,1,0,0,0, , ,0,,,
INSW,,N,44.74,44.74,100,,2,1,0,0,0, , ,0,,,
INTF,,P,35.355,35.355,100,,1,1,0,0,0, , ,0,,,
INTL,,Z,26.64,26.64,100,,2,1,0,0,0, , ,0,,,
INTM,,Z,50.34,50.34,100,,2,1,0,0,0, , ,0,,,
INTT,,A,7.13,7.13,100,,2,1,0,0,0, , ,0,,,
INUV,,A,3.38,3.38,100,,2,1,0,0,0, , ,0,,,
INVG,,P,25.684,25.684,100,,2,1,0,0,0, , ,0,,,
INVH,,N,31.13,31.13,100,,1,1,0,0,0, , ,0,,,
INVN,,P,20.3367,20.3367,100,,2,1,0,0,0, , ,0,,,
INVX,,N,16.64,16.64,100,,2,1,0,0,0, , ,0,,,
IOCT,,P,33.49,33.49,100,,2,1,0,0,0, , ,0,,,
ION,,P,34.9386,34.9386,100,,2,1,0,0,0, , ,0,,,
IONQ,,N,41.42,41.42,100,,2,1,0,0,0, , ,0,,,
IONQ.WS,,N,31,31,100,,0,1,0,0,0, , ,0,,,
IOO,,P,115,115,100,,1,1,0,0,0, , ,0,,,
IOPP,,P,27.6013,27.6013,100,,2,1,0,0,0, , ,0,,,
IOR,,A,18.2,18.2,100,,2,1,0,0,0, , ,0,,,
IOT,,N,35.65,35.65,100,,1,1,0,0,0, , ,0,,,
IPAC,,P,72.41,72.41,100,,1,1,0,0,0, , ,0,,,
IPAV,,Z,27.8088,27.8088,100,,2,1,0,0,0, , ,0,,,
IPAY,,P,59.4,59.4,100,,2,1,0,0,0, , ,0,,,
IPB,,N,25.7,25.7,100,,2,1,0,0,0, , ,0,,,
IPG,,N,26.92,26.92,100,,1,1,0,0,0, , ,0,,,
IPI,,N,30.56,30.56,100,,2,1,0,0,0, , ,0,,,
IP,,N,48.37,48.37,100,,1,1,0,0,0, , ,0,,,
IPO,,P,49.19,49.19,100,,2,1,0,0,0, , ,0,,,
IPOS,,P,16.19,16.19,100,,2,1,0,0,0, , ,0,,,
IQDF,,P,28.25,28.25,100,,2,1,0,0,0, , ,0,,,
IQDG,,Z,39,39,100,,1,1,0,0,0, , ,0,,,
IQDY,,P,33.355,33.355,100,,2,1,0,0,0, , ,0,,,
IQHI,,P,26.58,26.58,100,,2,1,0,0,0, , ,0,,,
IQI,,N,9.38,9.38,100,,2,1,0,0,0, , ,0,,,
IQLT,,P,43.25,43.25,100,,1,1,0,0,0, , ,0,,,
IQM,,Z,80.3478,80.3478,100,,2,1,0,0,0, , ,0,,,
IQRA,,P,28.0556,28.0556,100,,2,1,0,0,0, , ,0,,,
IQSI,,P,33.66,33.66,100,,2,1,0,0,0, , ,0,,,
IQSM,,P,34.0466,34.0466,100,,2,1,0,0,0, , ,0,,,
IQSU,,P,51.3391,51.3391,100,,2,1,0,0,0, , ,0,,,
IQSZ,,P,25.9867,25.9867,100,,2,1,0,0,0, , ,0,,,
IQV,,N,188.8,188.8,100,,1,1,0,0,0, , ,0,,,
IRET,,P,19.4423,19.4423,100,,2,1,0,0,0, , ,0,,,
IRM,,N,91.87,91.87,100,,1,1,0,0,0, , ,0,,,
IR,,N,80.64,80.64,100,,1,1,0,0,0, , ,0,,,
IROC,,Z,49.64,49.64,100,,2,1,0,0,0, , ,0,,,
IRS,,N,14.24,14.24,100,,2,1,0,0,0, , ,0,,,
IRS.WS,,N,1.8,1.8,100,,0,1,0,0,0, , ,0,,,
IRT,,N,17.72,17.72,100,,2,1,0,0,0, , ,0,,,
IRTR,,P,30.161,30.161,100,,2,1,0,0,0, , ,0,,,
IRVH,,P,21.448,21.448,100,,2,1,0,0,0, , ,0,,,
ISCB,,P,62.9032,62.9032,100,,2,1,0,0,0, , ,0,,,
ISCF,,P,40.3,40.3,100,,2,1,0,0,0, , ,0,,,
ISCG,,P,53.2,53.2,100,,1,1,0,0,0, , ,0,,,
ISCV,,P,66.96,66.96,100,,2,1,0,0,0, , ,0,,,
ISD,,N,14.55,14.55,100,,2,1,0,0,0, , ,0,,,
ISEP,,P,31.5636,31.5636,100,,2,1,0,0,0, , ,0,,,
ISMD,,P,39.06,39.06,100,,2,1,0,0,0, , ,0,,,
ISMF,,Z,25.505,25.505,100,,2,1,0,0,0, , ,0,,,
ISOU,,A,7.82,7.82,100,,2,1,0,0,0, , ,0,,,
ISPY,,Z,43.8,43.8,100,,1,1,0,0,0, , ,0,,,
ISRA,,P,52.51,52.51,100,,2,1,0,0,0, , ,0,,,
ISVL,,Z,44.2456,44.2456,100,,2,1,0,0,0, , ,0,,,
ISWN,,P,20.9996,20.9996,100,,2,1,0,0,0, , ,0,,,
ITAN,,P,33.8623,33.8623,100,,2,1,0,0,0, , ,0,,,
ITA,,Z,199.24,199.24,100,,1,1,0,0,0, , ,0,,,
ITB,,Z,110.78,110.78,100,,1,1,0,0,0, , ,0,,,
ITDB,,P,32.267,32.267,100,,2,1,0,0,0, , ,0,,,
ITDC,,P,33.137,33.137,100,,2,1,0,0,0, , ,0,,,
ITDD,,P,34.1219,34.1219,100,,2,1,0,0,0, , ,0,,,
ITDE,,P,34.8947,34.8947,100,,2,1,0,0,0, , ,0,,,
ITDF,,P,35.64,35.64,100,,2,1,0,0,0, , ,0,,,
ITDG,,P,35.967,35.967,100,,2,1,0,0,0, , ,0,,,
ITDH,,P,35.9253,35.9253,100,,2,1,0,0,0, , ,0,,,
ITDI,,P,35.9164,35.9164,100,,2,1,0,0,0, , ,0,,,
ITDJ,,P,27.87,27.87,100,,2,1,0,0,0, , ,0,,,
ITEQ,,P,55.2181,55.2181,100,,2,1,0,0,0, , ,0,,,
ITGR,,N,108.07,108.07,100,,2,1,0,0,0, , ,0,,,
ITM,,Z,45.715,45.715,100,,1,1,0,0,0, , ,0,,,
IT,,N,246.36,246.36,100,,1,1,0,0,0, , ,0,,,
ITOT,,P,141.64,141.64,100,,1,1,0,0,0, , ,0,,,
ITP,,A,0.2041,0.2041,100,,2,1,0,0,0, , ,0,,,
ITRG,,A,2.11,2.11,100,,2,1,0,0,0, , ,0,,,
ITT,,N,173.47,173.47,100,,1,1,0,0,0, , ,0,,,
ITUB,,N,6.96,6.96,100,,2,1,0,0,0, , ,0,,,
ITW,,N,266.83,266.83,100,,1,1,0,0,0, , ,0,,,
ITWO,,Z,38.36,38.36,100,,2,1,0,0,0, , ,0,,,
IVE,,P,203.68,203.68,100,,1,1,0,0,0, , ,0,,,
IVES,,P,28.12,28.12,100,,1,1,0,0,0, , ,0,,,
IVLU,,P,34.9,34.9,100,,1,1,0,0,0, , ,0,,,
IVOG,,P,118.76,118.76,100,,1,1,0,0,0, , ,0,,,
IVOL,,P,20.139728,20.139728,100,,1,1,0,0,0, , ,0,,,
IVOO,,P,110.77,110.77,100,,1,1,0,0,0, , ,0,,,
IVOV,,P,101.23,101.23,100,,1,1,0,0,0, , ,0,,,
IVRA,,Z,16.6139,16.6139,100,,2,1,0,0,0, , ,0,,,
IVR,,N,7.76,7.76,100,,2,1,0,0,0, , ,0,,,
IVRpC,,N,24.4,24.4,100,,2,1,0,0,0, , ,0,,,
IVRS,,P,41.4779,41.4779,100,,2,1,0,0,0, , ,0,,,
IVT,,N,29.68,29.68,100,,2,1,0,0,0, , ,0,,,
IVVB,,Z,32.0698,32.0698,100,,1,1,0,0,0, , ,0,,,
IVVM,,Z,33.5259,33.5259,100,,2,1,0,0,0, , ,0,,,
IVV,,P,649.8,649.8,100,,1,1,0,0,0, , ,0,,,
IVVW,,Z,45.9469,45.9469,100,,2,1,0,0,0, , ,0,,,
IVW,,P,115.59,115.59,100,,1,1,0,0,0, , ,0,,,
IVZ,,N,22.05,22.05,100,,1,1,0,0,0, , ,0,,,
IWB,,P,355.46,355.46,100,,1,1,0,0,0, , ,0,,,
IWC,,P,143.22,143.22,100,,1,1,0,0,0, , ,0,,,
IWDL,,P,44.2288,44.2288,100,,2,2,0,0,0, , ,0,,,
IWD,,P,201.51,201.51,100,,1,1,0,0,0, , ,0,,,
IWFG,,P,52.5192,52.5192,100,,2,1,0,0,0, , ,0,,,
IWFL,,P,52.476,52.476,100,,2,2,0,0,0, , ,0,,,
IWF,,P,448.05,448.05,100,,1,1,0,0,0, , ,0,,,
IWLG,,P,52.228,52.228,100,,2,1,0,0,0, , ,0,,,
IWL,,P,160.38,160.38,100,,1,1,0,0,0, , ,0,,,
IWMI,,Z,47.76,47.76,100,,1,1,0,0,0, , ,0,,,
IWML,,P,21.8044,21.8044,100,,2,2,0,0,0, , ,0,,,
IWM,,P,235.94,235.94,100,,1,1,0,0,0, , ,0,,,
IWMW,,Z,40.442,40.442,100,,2,1,0,0,0, , ,0,,,
IWMY,,P,22.9881,22.9881,100,,1,1,0,0,0, , ,0,,,
IWN,,P,174.53,174.53,100,,1,1,0,0,0, , ,0,,,
IWO,,P,308.59,308.59,100,,1,1,0,0,0, , ,0,,,
IWP,,P,142.43,142.43,100,,1,1,0,0,0, , ,0,,,
IWR,,P,96.14,96.14,100,,1,1,0,0,0, , ,0,,,
IWS,,P,138.97,138.97,100,,1,1,0,0,0, , ,0,,,
IWV,,P,368.29,368.29,100,,1,1,0,0,0, , ,0,,,
IWX,,P,86.74,86.74,100,,1,1,0,0,0, , ,0,,,
IWY,,P,259.86,259.86,100,,1,1,0,0,0, , ,0,,,
IXC,,P,41.5,41.5,100,,1,1,0,0,0, , ,0,,,
IXG,,P,115.08,115.08,100,,1,1,0,0,0, , ,0,,,
IXJ,,P,87.55,87.55,100,,1,1,0,0,0, , ,0,,,
IX,,N,25.78,25.78,100,,2,1,0,0,0, , ,0,,,
IXN,,P,96.69,96.69,100,,1,1,0,0,0, , ,0,,,
IXP,,P,118.09,118.09,100,,1,1,0,0,0, , ,0,,,
IYC,,P,104.05,104.05,100,,1,1,0,0,0, , ,0,,,
IYE,,P,47.45,47.45,100,,1,1,0,0,0, , ,0,,,
IYF,,P,125.44,125.44,100,,1,1,0,0,0, , ,0,,,
IYG,,P,89.34,89.34,100,,1,1,0,0,0, , ,0,,,
IYH,,P,57.76,57.76,100,,1,1,0,0,0, , ,0,,,
IYJ,,Z,146.55,146.55,100,,1,1,0,0,0, , ,0,,,
IYK,,P,70.06,70.06,100,,1,1,0,0,0, , ,0,,,
IYLD,,Z,20.97,20.97,100,,2,1,0,0,0, , ,0,,,
IYM,,P,149.258,149.258,100,,1,1,0,0,0, , ,0,,,
IYRI,,Z,50.64,50.64,100,,2,1,0,0,0, , ,0,,,
IYR,,P,97.34,97.34,100,,1,1,0,0,0, , ,0,,,
IYT,,Z,71.42,71.42,100,,1,1,0,0,0, , ,0,,,
IYW,,P,182.85,182.85,100,,1,1,0,0,0, , ,0,,,
IYY,,P,157.88,157.88,100,,1,1,0,0,0, , ,0,,,
IYZ,,Z,31.26,31.26,100,,1,1,0,0,0, , ,0,,,
IZRL,,Z,27.775,27.775,100,,2,1,0,0,0, , ,0,,,
JAAA,,P,50.79,50.79,100,,1,1,0,0,0, , ,0,,,
JABS,,P,50.4851,50.4851,100,,2,1,0,0,0, , ,0,,,
JACS,,N,10.33,10.33,100,,2,1,0,0,0, , ,0,,,
JACSr,,N,0.2,0.2,100,,0,1,0,0,0, , ,0,,,
JACS.U,,N,10.57,10.57,100,,2,1,0,0,0, , ,0,,,
JADE,,P,56.1587,56.1587,100,,2,1,0,0,0, , ,0,,,
JAJL,,Z,28.46,28.46,100,,1,1,0,0,0, , ,0,,,
JANH,,Z,24.975,24.975,100,,2,1,0,0,0, , ,0,,,
JANJ,,Z,24.9,24.9,100,,2,1,0,0,0, , ,0,,,
JANM,,Z,32.1882,32.1882,100,,2,1,0,0,0, , ,0,,,
JANP,,Z,31.158,31.158,100,,2,1,0,0,0, , ,0,,,
JANT,,P,39.0249,39.0249,100,,2,1,0,0,0, , ,0,,,
JANU,,Z,26.8839,26.8839,100,,2,1,0,0,0, , ,0,,,
JANW,,P,35.72,35.72,100,,2,1,0,0,0, , ,0,,,
JANZ,,Z,36.98,36.98,100,,2,1,0,0,0, , ,0,,,
JAVA,,P,68.04,68.04,100,,1,1,0,0,0, , ,0,,,
JBBB,,Z,48.55,48.55,100,,1,1,0,0,0, , ,0,,,
JBGS,,N,21.28,21.28,100,,2,1,0,0,0, , ,0,,,
JBI,,N,10.45,10.45,100,,2,1,0,0,0, , ,0,,,
JBK,,N,25.48,25.48,100,,2,1,0,0,0, , ,0,,,
JBL,,N,207.9,207.9,100,,1,1,0,0,0, , ,0,,,
JBND,,N,53.77,53.77,100,,1,1,0,0,0, , ,0,,,
JBS,,N,16.53,16.53,100,,2,1,0,0,0, , ,0,,,
JBTM,,N,144.6,144.6,100,,2,1,0,0,0, , ,0,,,
JCE,,N,15.7,15.7,100,,2,1,0,0,0, , ,0,,,
JCHI,,P,53.6104,53.6104,100,,2,1,0,0,0, , ,0,,,
JCI,,N,109.27,109.27,100,,1,1,0,0,0, , ,0,,,
JCPB,,Z,47.2,47.2,100,,1,1,0,0,0, , ,0,,,
JCPI,,Z,48.87,48.87,100,,2,1,0,0,0, , ,0,,,
JCTR,,P,87.0202,87.0202,100,,2,1,0,0,0, , ,0,,,
JDIV,,P,52.8865,52.8865,100,,2,1,0,0,0, , ,0,,,
JDST,,P,7.29,7.29,100,,2,2,0,0,0, , ,0,,,
JDVI,,P,32.2848,32.2848,100,,2,1,0,0,0, , ,0,,,
JDVL,,P,25.7901,25.7901,100,,2,1,0,0,0, , ,0,,,
JEF,,N,64.76,64.76,100,,1,1,0,0,0, , ,0,,,
JELD,,N,6,6,100,,2,1,0,0,0, , ,0,,,
JEMA,,Z,44.7581,44.7581,100,,1,1,0,0,0, , ,0,,,
JEMB,,P,52.2628,52.2628,100,,2,1,0,0,0, , ,0,,,
JENA,,N,10.12,10.12,100,,2,1,0,0,0, , ,0,,,
JENAr,,N,0.1719,0.1719,100,,0,1,0,0,0, , ,0,,,
JENA.U,,N,10.34,10.34,100,,2,1,0,0,0, , ,0,,,
JEPI,,P,57.13,57.13,100,,1,1,0,0,0, , ,0,,,
JEQ,,N,8.13,8.13,100,,2,1,0,0,0, , ,0,,,
JETD,,P,6.61,6.61,100,,2,3,0,0,0, , ,0,,,
JETS,,P,26.13,26.13,100,,1,1,0,0,0, , ,0,,,
JETU,,P,25.0722,25.0722,100,,2,3,0,0,0, , ,0,,,
JFLI,,P,50.3337,50.3337,100,,2,1,0,0,0, , ,0,,,
JFR,,N,8.44,8.44,100,,2,1,0,0,0, , ,0,,,
JGH,,N,13.5,13.5,100,,2,1,0,0,0, , ,0,,,
JGRO,,P,89.43,89.43,100,,1,1,0,0,0, , ,0,,,
JGRW,,P,26.85,26.85,100,,2,1,0,0,0, , ,0,,,
JHAC,,P,15.3245,15.3245,100,,2,1,0,0,0, , ,0,,,
JHCB,,P,21.5,21.5,100,,2,1,0,0,0, , ,0,,,
JHCP,,P,25.225,25.225,100,,2,1,0,0,0, , ,0,,,
JHCR,,P,25.2859,25.2859,100,,2,1,0,0,0, , ,0,,,
JHDV,,P,38.9395,38.9395,100,,2,1,0,0,0, , ,0,,,
JHEM,,P,30.04,30.04,100,,1,1,0,0,0, , ,0,,,
JHG,,N,44.67,44.67,100,,1,1,0,0,0, , ,0,,,
JHHY,,P,25.98,25.98,100,,2,1,0,0,0, , ,0,,,
JHID,,P,35.1496,35.1496,100,,2,1,0,0,0, , ,0,,,
JHI,,N,14.15,14.15,100,,2,1,0,0,0, , ,0,,,
JHLN,,P,25.005,25.005,100,,2,1,0,0,0, , ,0,,,
JHMB,,P,21.97,21.97,100,,2,1,0,0,0, , ,0,,,
JHMD,,P,39.44,39.44,100,,1,1,0,0,0, , ,0,,,
JHML,,P,76.52,76.52,100,,1,1,0,0,0, , ,0,,,
JHMM,,P,64.22,64.22,100,,1,1,0,0,0, , ,0,,,
JHMU,,P,25.53,25.53,100,,2,1,0,0,0, , ,0,,,
JHPI,,P,22.96,22.96,100,,2,1,0,0,0, , ,0,,,
JHSC,,P,41.8677,41.8677,100,,1,1,0,0,0, , ,0,,,
JHS,,N,11.54,11.54,100,,2,1,0,0,0, , ,0,,,
JHX,,N,20.37,20.37,100,,1,1,0,0,0, , ,0,,,
JIG,,P,72.055,72.055,100,,2,1,0,0,0, , ,0,,,
JIII,,P,51.0772,51.0772,100,,2,1,0,0,0, , ,0,,,
JILL,,N,17.09,17.09,100,,2,1,0,0,0, , ,0,,,
JIRE,,P,72.24,72.24,100,,1,1,0,0,0, , ,0,,,
JKS,,N,22.5,22.5,100,,2,1,0,0,0, , ,0,,,
JLL,,N,305.85,305.85,100,,1,1,0,0,0, , ,0,,,
JLQD,,P,41.7572,41.7572,100,,2,1,0,0,0, , ,0,,,
JLS,,N,18.735,18.735,100,,2,1,0,0,0, , ,0,,,
JMBS,,P,45.25,45.25,100,,1,1,0,0,0, , ,0,,,
JMEE,,P,63.02,63.02,100,,1,1,0,0,0, , ,0,,,
JMHI,,P,49.34,49.34,100,,2,1,0,0,0, , ,0,,,
JMIA,,N,9.18,9.18,100,,2,1,0,0,0, , ,0,,,
JMM,,N,6.325,6.325,100,,2,1,0,0,0, , ,0,,,
JMOM,,P,65.53,65.53,100,,1,1,0,0,0, , ,0,,,
JMSI,,P,49.34,49.34,100,,2,1,0,0,0, , ,0,,,
JMST,,Z,51.03,51.03,100,,1,1,0,0,0, , ,0,,,
JMTG,,P,50.56,50.56,100,,2,1,0,0,0, , ,0,,,
JMUB,,Z,49.57,49.57,100,,1,1,0,0,0, , ,0,,,
J,,N,148.36,148.36,100,,1,1,0,0,0, , ,0,,,
JNEU,,Z,29.0559,29.0559,100,,2,1,0,0,0, , ,0,,,
JNJ,,N,176.79,176.79,100,,1,1,0,0,0, , ,0,,,
JNK,,P,97.67,97.67,100,,1,1,0,0,0, , ,0,,,
JNUG,,P,101.81,101.81,100,,2,2,0,0,0, , ,0,,,
JOB,,A,0.1938,0.1938,100,,2,1,0,0,0, , ,0,,,
JOBY,,N,14.41,14.41,100,,2,1,0,0,0, , ,0,,,
JOBY.WS,,N,4.91,4.91,100,,0,1,0,0,0, , ,0,,,
JOE,,N,50.77,50.77,100,,2,1,0,0,0, , ,0,,,
JOET,,P,41.8581,41.8581,100,,2,1,0,0,0, , ,0,,,
JOF,,N,10.42,10.42,100,,2,1,0,0,0, , ,0,,,
JOJO,,P,15.3637,15.3637,100,,2,1,0,0,0, , ,0,,,
JOYT,,Z,50.4,50.4,100,,2,1,0,0,0, , ,0,,,
JPAN,,P,35.6411,35.6411,100,,2,1,0,0,0, , ,0,,,
JPC,,N,8.08,8.08,100,,2,1,0,0,0, , ,0,,,
JPEM,,P,57.83,57.83,100,,2,1,0,0,0, , ,0,,,
JPHY,,Z,50.9399,50.9399,100,,2,1,0,0,0, , ,0,,,
JPIB,,Z,48.81,48.81,100,,1,1,0,0,0, , ,0,,,
JPIE,,P,46.51,46.51,100,,1,1,0,0,0, , ,0,,,
JPI,,N,20.21,20.21,100,,2,1,0,0,0, , ,0,,,
JPIN,,P,66.07,66.07,100,,2,1,0,0,0, , ,0,,,
JPLD,,Z,52.4,52.4,100,,1,1,0,0,0, , ,0,,,
JPMB,,P,39.505,39.505,100,,1,1,0,0,0, , ,0,,,
JPME,,P,108.4859,108.4859,100,,1,1,0,0,0, , ,0,,,
JPM,,N,299.28,299.28,100,,1,1,0,0,0, , ,0,,,
JPMO,,P,16.85,16.85,100,,2,1,0,0,0, , ,0,,,
JPMpC,,N,25.34,25.34,100,,2,1,0,0,0, , ,0,,,
JPMpD,,N,24.89,24.89,100,,2,1,0,0,0, , ,0,,,
JPMpJ,,N,20.49,20.49,100,,2,1,0,0,0, , ,0,,,
JPMpK,,N,19.66,19.66,100,,2,1,0,0,0, , ,0,,,
JPMpL,,N,20.18,20.18,100,,2,1,0,0,0, , ,0,,,
JPMpM,,N,18.5,18.5,100,,2,1,0,0,0, , ,0,,,
JPRE,,P,48.09,48.09,100,,2,1,0,0,0, , ,0,,,
JPSE,,P,49.6001,49.6001,100,,2,1,0,0,0, , ,0,,,
JPST,,P,50.72,50.72,100,,1,1,0,0,0, , ,0,,,
JPSV,,P,60.3511,60.3511,100,,2,1,0,0,0, , ,0,,,
JPUS,,P,122.9474,122.9474,100,,2,1,0,0,0, , ,0,,,
JPXN,,P,83.6526,83.6526,100,,2,1,0,0,0, , ,0,,,
JQC,,N,5.5,5.5,100,,2,1,0,0,0, , ,0,,,
JQUA,,P,61.8,61.8,100,,1,1,0,0,0, , ,0,,,
JRE,,P,24.4989,24.4989,100,,2,1,0,0,0, , ,0,,,
JRI,,N,13.38,13.38,100,,2,1,0,0,0, , ,0,,,
JRS,,N,8.05,8.05,100,,2,1,0,0,0, , ,0,,,
JSCP,,P,47.595,47.595,100,,1,1,0,0,0, , ,0,,,
JSI,,P,52.83,52.83,100,,1,1,0,0,0, , ,0,,,
JSTC,,P,20.2037,20.2037,100,,2,1,0,0,0, , ,0,,,
JUCY,,Z,22.220083,22.220083,100,,2,1,0,0,0, , ,0,,,
JULH,,Z,25.235,25.235,100,,2,1,0,0,0, , ,0,,,
JULJ,,Z,25.15,25.15,100,,2,1,0,0,0, , ,0,,,
JULM,,Z,32.92,32.92,100,,2,1,0,0,0, , ,0,,,
JULP,,Z,29.6345,29.6345,100,,2,1,0,0,0, , ,0,,,
JULT,,P,43.0889,43.0889,100,,2,1,0,0,0, , ,0,,,
JULU,,Z,28.4227,28.4227,100,,2,1,0,0,0, , ,0,,,
JULW,,P,37.9546,37.9546,100,,2,1,0,0,0, , ,0,,,
JULZ,,Z,45.1147,45.1147,100,,2,1,0,0,0, , ,0,,,
JUNM,,Z,33.6175,33.6175,100,,2,1,0,0,0, , ,0,,,
JUNP,,Z,29.5079,29.5079,100,,2,1,0,0,0, , ,0,,,
JUNT,,P,35.0288,35.0288,100,,2,1,0,0,0, , ,0,,,
JUNW,,P,32.4837,32.4837,100,,2,1,0,0,0, , ,0,,,
JUNZ,,Z,32.0142,32.0142,100,,2,1,0,0,0, , ,0,,,
JUSA,,P,58.6857,58.6857,100,,2,1,0,0,0, , ,0,,,
JUST,,P,91.9075,91.9075,100,,2,1,0,0,0, , ,0,,,
JVAL,,P,46.7166,46.7166,100,,1,1,0,0,0, , ,0,,,
JXI,,P,75.8,75.8,100,,2,1,0,0,0, , ,0,,,
JXN,,N,97.85,97.85,100,,2,1,0,0,0, , ,0,,,
JXNpA,,N,25.93,25.93,100,,2,1,0,0,0, , ,0,,,
JXX,,Z,26.8352,26.8352,100,,2,1,0,0,0, , ,0,,,
KAI,,N,336.92,336.92,100,,2,1,0,0,0, , ,0,,,
KAPA,,A,1.18,1.18,100,,2,1,0,0,0, , ,0,,,
KAPR,,Z,33.775,33.775,100,,2,1,0,0,0, , ,0,,,
