exchange|confidence_score|al_symbol|lot|halt_reason|sic_code|status|primary_listing|currency|share_class_figi|share_class_shares_outstanding|locale|margin_requirement_short|sector|name|scalerevenue|earnings_announcement|location|shares_outstanding|figi|type|isin|country|sic_industry|composite_symbol|margin_requirement_long|homepage_url|weighted_shares_outstanding|industry|symbol|scalemarketcap|description|shortable|tradable|short_sale_restricted|composite_figi|sic_description|fama_industry|easy_to_borrow|marginable|maintenance_margin_requirement|branding|cusips|fama_sector|sic_sector|cik|market_capital|null_count
XNYS|7.0||||6021|Normal|True|USD||6000000.0|us||Financial Services|Webster Financial Corp.||2025-10-16T12:00:00.000+0000|200 ELM STREET, STAMFORD, CT, 06902|166189000.0|BBG00JF60962|PRF||USA|National Commercial Banks|WBSpF:US||https://www.websterbank.com||Banks - Regional|WBSpF||Webster Financial Corp is a full-service provider of financial services, offering commercial and consumer banking, mortgages, and investment advisory along with trust and wealth management services in Connecticut, New York, Rhode Island, Massachusetts, and Pennsylvania. The company's segment includes Commercial Banking, HSA Bank, and Consumer Banking. It generates maximum revenue from the Commercial Banking segment.|||||NATIONAL COMMERCIAL BANKS|Banking||||/d2Vic3RlcmJhbmsuY29t/images/2025-04-04_logo.svg|947890505||Finance Insurance And Real Estate|0000801337|3432849841.0|18
XNYS|7.0||||6798|Normal|False|USD|||us||Real Estate|Granite Point Mortgage Trust Inc||2025-11-04T21:00:00.000+0000|3 BRYANT PARK, SUITE 2400A, NEW YORK, NY, 10036|6886071.0|BBG013Q210X1|PRF|US38741L1070|USA|Real Estate Investment Trusts|GPMTpA:US||https://www.gpmtreit.com||REIT - Mortgage|GPMTpA||Granite Point Mortgage Trust Inc focuses on directly originating, investing in, and managing senior floating rate commercial mortgage loans and other debt and debt-like commercial real estate investments. The company constructs its investment portfolio on a loan-by-loan basis, emphasizing rigorous credit underwriting, selectivity, and diversification, and assesses each investment from a fundamental value perspective relative to other opportunities available in the market. It typically provides intermediate-term bridge or transitional financing for a variety of purposes, including acquisitions, recapitalizations, refinancing, and a range of business plans, including lease-up, renovation, repositioning and repurposing of the property.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/Z3BtdHJlaXQuY29t/images/2025-04-04_logo.svg|38741L305||Finance Insurance And Real Estate|0001703644|961160460.0|18
XNYS|7.0||||6311|Normal|False|USD|||us||Financial Services|Athene Holding Ltd||2025-08-26T12:00:00.000+0000|7700 MILLS CIVIC PARKWAY, WEST DES MOINES, IA, 50266|203800000.0|BBG00PC7S442|PRF|US04686J8615|USA|Life Insurance|ATHpA:US||https://www.athene.com||Insurance - Diversified|ATHpA||Athene Holding Ltd is a retirement services company. It issues, reinsures, and acquires retirement savings products designed for the increasing number of individuals and institutions seeking to fund retirement needs. The company operates in the business segment of marketing annuity products, fixed rate and fixed indexed annuities. The entity has business operations in the United States which generates the majority of the revenue, and other countries.|||||LIFE INSURANCE|Insurance||||/YXRoZW5lLmNvbQ/images/2025-04-04_logo.svg|G0684D305 04686J861||Finance Insurance And Real Estate|0001527469|5103152000.0|18
XNYS|7.0||||6211|Normal|True|USD||54000000.0|us||Financial Services|Goldman Sachs Group, Inc.||2025-10-14T11:30:00.000+0000|200 WEST STREET, NEW YORK, NY, 10282|10603810665.0|BBG0000092F8|PRF||USA|Security Brokers Dealers & Flotation Companies|GSpD:US||https://www.goldmansachs.com||Capital Markets|GSpD||Goldman Sachs is a storied financial institution, founded in 1869 and best known for its role as a leading global investment bank. The firm has a sprawling reach across global financial centers and has been the leading provider of global merger and acquisition advisory services, by revenue, for the past 20 years. Since the global financial crisis, Goldman has expanded its offerings into more stable fee-based businesses like asset and wealth management, which comprised roughly 30% of post-provision revenue at the end of 2024. The bank holding company generates revenue from investment banking, global market making and trading, lending, asset management, wealth management, and a small and declining portfolio of consumer credit card loans.|||||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|Trading||||/Z29sZG1hbnNhY2hzLmNvbQ/images/2025-04-04_logo.svg|38144G804||Finance Insurance And Real Estate|0000886982|225220502766.0|18
XNYS|7.0||||1531|Normal|False|USD|||us||Consumer Cyclical|Green Brick Partners Inc||2025-10-28T10:59:00.000+0000|5501 HEADQUARTERS DR, SUITE 300W, PLANO, TX, 75024|43565100.0|BBG0145JGQR9|PRF|US3927092003|USA|Operative Builders|GRBKpA:US||https://www.greenbrickpartners.com||Residential Construction|GRBKpA||Green Brick Partners Inc is a homebuilding and land development company. It acquires and develops land, as well as provides land and construction financing to its controlled builders. The company has three reportable segments: builder operations central, builder operations southeast, and land development. The majority of the company's revenue is generated from the builder operations central segment which is entirely the operations of builders in Texas. The company is engaged in various aspects of the homebuilding process, including land acquisition and development, entitlements, design, construction, marketing, sales, and brand image creation. In addition to homebuilding, the company provides home financing services, such as mortgage and title.|||||OPERATIVE BUILDERS|Construction||||/Z3JlZW5icmlja3BhcnRuZXJzLmNvbQ/images/2025-04-04_logo.svg|392709200||Construction|0001373670|1045562400.0|18
XNYS|7.0||||7359|Normal|False|USD||3000000.0|us||Industrials|Triton International Ltd||2025-11-04T12:00:00.000+0000|VICTORIA PLACE, 5TH FLOOR, 31 VICTORIA STREET, HAMILTON, D0, HM 10|101156029.0|BBG00NKZM4K4|PRF|BMG9078F1234|USA|Services-Equipment Rental & Leasing Nec|TRTNpA:US||https://www.trtn.com||Rental & Leasing Services|TRTNpA||Triton International Ltd operates as a lessor of intermodal containers. It also leases chassis which are used for the transportation of containers. The company's operating segments are Equipment leasing and Equipment trading. It has a presence in Asia, Europe, America, Bermuda, and Other countries. The company leases equipment such as Dry freight, Refrigerated, Special, Chassis, and Tank containers. The revenue is generated from the Equipment leasing segment.|||||SERVICES-EQUIPMENT RENTAL & LEASING, NEC|Business Services|||||G9078F123||Services|0001660734|2607802428.0|18
XNYS|7.0||||7359|Normal|False|USD||5000000.0|us||Industrials|Triton International Ltd||2025-11-04T12:00:00.000+0000|VICTORIA PLACE, 5TH FLOOR, 31 VICTORIA STREET, HAMILTON, D0, HM 10|101156029.0|BBG00PGH4647|PRF|BMG9078F1317|USA|Services-Equipment Rental & Leasing Nec|TRTNpB:US||https://www.trtn.com||Rental & Leasing Services|TRTNpB||Triton International Ltd operates as a lessor of intermodal containers. It also leases chassis which are used for the transportation of containers. The company's operating segments are Equipment leasing and Equipment trading. It has a presence in Asia, Europe, America, Bermuda, and Other countries. The company leases equipment such as Dry freight, Refrigerated, Special, Chassis, and Tank containers. The revenue is generated from the Equipment leasing segment.|||||SERVICES-EQUIPMENT RENTAL & LEASING, NEC|Business Services|||||G9078F131||Services|0001660734|2580368913.0|18
XNYS|7.0||||6021|Normal|False|USD||18000000.0|us||Financial Services|Keycorp||2025-10-16T10:30:00.000+0000|127 PUBLIC SQ, CLEVELAND, OH, 44114-1306|807510928.0|BBG00NZ3H8F2|PRF||USA|National Commercial Banks|KEYpK:US||https://www.key.com||Banks - Regional|KEYpK||With assets of around $185 billion, Ohio-based KeyCorp's bank footprint spans 16 states, but it is predominantly concentrated in its two largest markets: Ohio and New York. KeyCorp is primarily focused on serving middle-market commercial clients through a hybrid community/corporate bank model.|||||NATIONAL COMMERCIAL BANKS|Banking||||/a2V5LmNvbQ/images/2025-04-04_logo.svg|493267868||Finance Insurance And Real Estate|0000091576|18500075360.0|18
XNYS|7.0||||2510|Delinquent|True|USD||4000000.0|us||Industrials|Compass Diversified Holdings||2025-08-26T12:00:00.000+0000|301 RIVERSIDE AVENUE, WESTPORT, CT, 06880|28808844.0|BBG00K88CZC5|PRF||USA|Household Furniture|CODIpB:US||https://compassdiversified.com||Conglomerates|CODIpB||Compass Diversified Holdings is a diversified business conglomerate based in the United States having two groups: branded consumer business and industrial business. Branded consumer businesses are characterized as those businesses that capitalize on a valuable brand name in their respective market sector. It includes 5.11, Ergobaby, Liberty Safe, and Velocity Outdoor. Industrial businesses are characterized as those businesses that focus on manufacturing and selling particular products and industrial services within a specific market sector. The company has operations in the United States, Canada, Europe, Asia Pacific, and other International areas.|||||HOUSEHOLD FURNITURE|Consumer Goods||||/Y29tcGFzc2RpdmVyc2lmaWVkLmNvbQ/images/2025-04-04_logo.svg|20451Q302||Manufacturing|0001345126|585441948.0|18
XNYS|7.0||||6111|Normal|False|USD||4000000.0|us||Financial Services|Federal Agricultural Mortgage Corp.||2025-11-03T10:59:00.000+0000|2100 PENNSYLVANIA AVE NW, SUITE 450N, WASHINGTON, DC, 20037|87663985.0|BBG00P3CX980|PRF||USA|Federal & Federally-Sponsored Credit Agencies|AGMpD:US||https://www.farmermac.com||Credit Services|AGMpD||Federal Agricultural Mortgage Corp provides agricultural real estate and rural housing mortgage loans in the secondary market in the U.S. Its operations consist of seven segments: Farm & Ranch, Corporate AgFinance, Power & Utilities, Broadband Infrastructure, Renewable Energy, Funding, and Investments. The company purchases eligible mortgage loans secured by first liens on agricultural real estate and rural housing under the Farm & Ranch line of business. Its subsidiary purchases portions of certain agricultural, rural development, business and industry, and community facilities loans guaranteed by the USDA.|||||FEDERAL & FEDERALLY-SPONSORED CREDIT AGENCIES|Banking||||/ZmFybWVybWFjLmNvbQ/images/2025-04-04_logo.png|313148868||Finance Insurance And Real Estate|0000845877|1984274300.0|18
XNYS|7.0||||6021|Normal|True|USD|||us||Financial Services|Keycorp||2025-10-16T10:30:00.000+0000|127 PUBLIC SQ, CLEVELAND, OH, 44114-1306|801384612.0|BBG00FGRD451|PRF|US4932678430|USA|National Commercial Banks|KEYpI:US||https://www.key.com||Banks - Regional|KEYpI||With assets of around $185 billion, Ohio-based KeyCorp's bank footprint spans 16 states, but it is predominantly concentrated in its two largest markets: Ohio and New York. KeyCorp is primarily focused on serving middle-market commercial clients through a hybrid community/corporate bank model.|||||NATIONAL COMMERCIAL BANKS|Banking||||/a2V5LmNvbQ/images/2025-04-04_logo.svg|493267702||Finance Insurance And Real Estate|0000091576|20090632084.0|18
XNYS|7.0||||6021|Normal|False|USD|||us||Financial Services|Capital One Financial Corp.||2025-10-23T12:00:00.000+0000|1680 CAPITAL ONE DRIVE, MCLEAN, VA, 22102|7329956510.0|BBG00RKMN8P9|PRF|US14040H7825|USA|National Commercial Banks|COFpJ:US||https://www.capitalone.com||Credit Services|COFpJ||Capital One is a diversified financial services holding company headquartered in McLean, Virginia. Originally a spinoff of Signet Financial's credit card division in 1994, the company is now primarily involved in credit card lending, auto loans, and commercial lending. Following the acquisition of Discover in 2025, the firm also has a modest personal loan business, though credit card lending still provides the majority of the bank's revenue.|||||NATIONAL COMMERCIAL BANKS|Banking||||/Y2FwaXRhbG9uZS5jb20/images/2025-04-04_logo.svg|14040H782||Finance Insurance And Real Estate|0000927628|138645394391.0|18
XNYS|7.0||||6021|Normal|False|USD|||us||Financial Services|JPMorgan Chase & Co.||2025-10-14T10:45:00.000+0000|383 MADISON AVENUE, NEW YORK, NY, 10017|2749750000.0|BBG00ZLH70C0|PRF|US46625H1005|USA|National Commercial Banks|JPMpK:US||https://www.jpmorganchase.com||Banks - Diversified|JPMpK||JPMorgan Chase is one of the largest and most complex financial institutions in the United States, with nearly $4 trillion in assets. It is organized into four major segments: consumer and community banking, corporate and investment banking, commercial banking, and asset and wealth management. JPMorgan operates, and is subject to regulation, in multiple countries.|||||NATIONAL COMMERCIAL BANKS|Banking||||/anBtb3JnYW5jaGFzZS5jb20/images/2025-04-04_logo.svg|48128B580||Finance Insurance And Real Estate|0000019617|54307562500.0|18
XNYS|7.0||||4412.0|Normal|True|USD||3973135.0|us||Industrials|Costamare Inc||2025-10-29T12:00:00.000+0000|Monaco|51975365.0|BBG005TRX4K0|PRF|MHY1771G1281|USA|Deep Sea Foreign Transportation Of Freight|CMREpC:US||https://www.costamare.com||Marine Shipping|CMREpC||Costamare Inc is an international owner and operator of containerships and dry bulk vessels. The company charter its containerships to the liner companies, providing transportation of containerized cargoes. It charter its dry bulk vessels to a wide variety of customers, providing transportation for dry bulk cargoes. The company's fleet of vessels includes Cosco Guangzhou, Cosco Ningbo, Cosco Yantian, Vantage, Valor, Valiant, Maersk Kobe, and among others. Costamare provides services to ocean carriers that demand a high standard of safety and reliability. It generates a majority of its revenue from the United States of America.||||||Transportation||||/Y29zdGFtYXJlLmNvbQ/images/2025-04-04_logo.png|Y1771G128||Transportation Communications Electric Gas And Sanitary Service|0001503584|1365918190.0|18
XNYS|7.0||||4412.0|Normal|True|USD||3986542.0|us||Industrials|Costamare Inc||2025-10-29T12:00:00.000+0000|Monaco|50179764.0|BBG008N1HF66|PRF|MHY1771G1364|USA|Deep Sea Foreign Transportation Of Freight|CMREpD:US||https://www.costamare.com||Marine Shipping|CMREpD||Costamare Inc is an international owner and operator of containerships and dry bulk vessels. The company charter its containerships to the liner companies, providing transportation of containerized cargoes. It charter its dry bulk vessels to a wide variety of customers, providing transportation for dry bulk cargoes. The company's fleet of vessels includes Cosco Guangzhou, Cosco Ningbo, Cosco Yantian, Vantage, Valor, Valiant, Maersk Kobe, and among others. Costamare provides services to ocean carriers that demand a high standard of safety and reliability. It generates a majority of its revenue from the United States of America.||||||Transportation||||/Y29zdGFtYXJlLmNvbQ/images/2025-04-04_logo.png|Y1771G136||Transportation Communications Electric Gas And Sanitary Service|0001503584|1352350192.0|18
XNYS|7.0||||6021|Normal|False|USD|||us||Financial Services|Bank Of America Corp.||2025-10-15T10:45:00.000+0000|BANK OF AMERICA CORPORATE CENTER, 100 N TRYON ST, CHARLOTTE, NC, 28255|7406950000.0|BBG014X6R6F1|PRF|US0605051046|USA|National Commercial Banks|BACpS:US||https://www.bankofamerica.com||Banks - Diversified|BACpS||Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.|||||NATIONAL COMMERCIAL BANKS|Banking||||/YmFua29mYW1lcmljYS5jb20/images/2025-04-04_logo.svg|06055H871||Finance Insurance And Real Estate|0000070858|147250166000.0|18
XNYS|7.0||||6798|Normal|False|USD||745887.0|us||Real Estate|InPoint Commercial Real Estate Income Inc||2025-08-06T20:00:00.000+0000|2901 BUTTERFIELD ROAD, OAK BROOK, IL, 60523|3605473.0|BBG012JM1D23|PRF|US45781T2050|USA|Real Estate Investment Trusts|ICRpA:US||https://www.inland-investments.com||REIT - Mortgage|ICRpA||InPoint Commercial Real Estate Income Inc sponsors alternative public and private real estate securities, providing opportunities for individuals to invest in real estate programs. The company seeks to originate, acquire, and manage a diversified credit portfolio secured by commercial real estate properties mainly within the United States.|||||REAL ESTATE INVESTMENT TRUSTS|||||/aW5sYW5kLWludmVzdG1lbnRzLmNvbQ/images/2025-04-04_logo.png|45781T205||Finance Insurance And Real Estate|0001690012|69080863.0|18
XNYS|7.0||||4412.0|Normal|True|USD||1970649.0|us||Industrials|Costamare Inc||2025-10-29T12:00:00.000+0000|Monaco|52482937.0|BBG004X7V0S4|PRF|MHY1771G1109|USA|Deep Sea Foreign Transportation Of Freight|CMREpB:US||https://www.costamare.com||Marine Shipping|CMREpB||Costamare Inc is an international owner and operator of containerships and dry bulk vessels. The company charter its containerships to the liner companies, providing transportation of containerized cargoes. It charter its dry bulk vessels to a wide variety of customers, providing transportation for dry bulk cargoes. The company's fleet of vessels includes Cosco Guangzhou, Cosco Ningbo, Cosco Yantian, Vantage, Valor, Valiant, Maersk Kobe, and among others. Costamare provides services to ocean carriers that demand a high standard of safety and reliability. It generates a majority of its revenue from the United States of America.||||||Transportation||||/Y29zdGFtYXJlLmNvbQ/images/2025-04-04_logo.png|Y1771G110||Transportation Communications Electric Gas And Sanitary Service|0001503584|1364561952.0|18
XNYS|7.0||||7011|Normal|False|USD||4600000.0|us||Real Estate|Sunstone Hotel Investors Inc||2025-11-10T13:30:00.000+0000|15 ENTERPRISE, SUITE 200, ALISO VIEJO, CA, 92656|82797809.0|BBG01107T1F0|PRF||USA|Hotels & Motels|SHOpH:US||https://www.sunstonehotels.com||REIT - Hotel & Motel|SHOpH||Sunstone Hotel Investors Inc is a real estate investment trust that acquires, owns, manages, and renovates the full-service hotel and select-service hotel properties across various states in the United States. Its firm's portfolio consists upper upscale and luxury hotels located in convention, resort destination and urban markets. Its majority of the hotels operate under a brand owned by Marriott, Hilton, Hyatt, Four Seasons or Montage. It operates geographically in Califiornia which generates the majority of its revenue; Florida; and Hawaii. The company's sole source of income is hotel revenue from its hotel ownership segment.|||||HOTELS & MOTELS|Restaraunts Hotels Motels|||||867892804||Services|0001295810|4097574339.0|19
XNYS|7.0||||6111|Normal|False|USD|||us||Financial Services|Federal Agricultural Mortgage Corp.||2025-11-03T10:59:00.000+0000|2100 PENNSYLVANIA AVE NW, SUITE 450N, WASHINGTON, DC, 20037|89990130.0|BBG00TTG9PY7|PRF||USA|Federal & Federally-Sponsored Credit Agencies|AGMpE:US||https://www.farmermac.com||Credit Services|AGMpE||Federal Agricultural Mortgage Corp provides agricultural real estate and rural housing mortgage loans in the secondary market in the U.S. Its operations consist of seven segments: Farm & Ranch, Corporate AgFinance, Power & Utilities, Broadband Infrastructure, Renewable Energy, Funding, and Investments. The company purchases eligible mortgage loans secured by first liens on agricultural real estate and rural housing under the Farm & Ranch line of business. Its subsidiary purchases portions of certain agricultural, rural development, business and industry, and community facilities loans guaranteed by the USDA.|||||FEDERAL & FEDERALLY-SPONSORED CREDIT AGENCIES|Banking||||/ZmFybWVybWFjLmNvbQ/images/2025-04-04_logo.png|313148850||Finance Insurance And Real Estate|0000845877|2015778912.0|19
XNYS|7.0||||6111|Normal|False|USD|||us||Financial Services|Federal Agricultural Mortgage Corp.||2025-11-03T10:59:00.000+0000|2100 PENNSYLVANIA AVE NW, SUITE 450N, WASHINGTON, DC, 20037|99018056.0|BBG00WNQ21N6|PRF||USA|Federal & Federally-Sponsored Credit Agencies|AGMpF:US||https://www.farmermac.com||Credit Services|AGMpF||Federal Agricultural Mortgage Corp provides agricultural real estate and rural housing mortgage loans in the secondary market in the U.S. Its operations consist of seven segments: Farm & Ranch, Corporate AgFinance, Power & Utilities, Broadband Infrastructure, Renewable Energy, Funding, and Investments. The company purchases eligible mortgage loans secured by first liens on agricultural real estate and rural housing under the Farm & Ranch line of business. Its subsidiary purchases portions of certain agricultural, rural development, business and industry, and community facilities loans guaranteed by the USDA.|||||FEDERAL & FEDERALLY-SPONSORED CREDIT AGENCIES|Banking||||/ZmFybWVybWFjLmNvbQ/images/2025-04-04_logo.png|313148843||Finance Insurance And Real Estate|0000845877|1987292384.0|19
XNYS|7.0||||6111|Normal|False|USD|||us||Financial Services|Federal Agricultural Mortgage Corp.||2025-11-03T10:59:00.000+0000|2100 PENNSYLVANIA AVE NW, SUITE 450N, WASHINGTON, DC, 20037|106560760.0|BBG0115QGH71|PRF||USA|Federal & Federally-Sponsored Credit Agencies|AGMpG:US||https://www.farmermac.com||Credit Services|AGMpG||Federal Agricultural Mortgage Corp provides agricultural real estate and rural housing mortgage loans in the secondary market in the U.S. Its operations consist of seven segments: Farm & Ranch, Corporate AgFinance, Power & Utilities, Broadband Infrastructure, Renewable Energy, Funding, and Investments. The company purchases eligible mortgage loans secured by first liens on agricultural real estate and rural housing under the Farm & Ranch line of business. Its subsidiary purchases portions of certain agricultural, rural development, business and industry, and community facilities loans guaranteed by the USDA.|||||FEDERAL & FEDERALLY-SPONSORED CREDIT AGENCIES|Banking||||/ZmFybWVybWFjLmNvbQ/images/2025-04-04_logo.png|313148835||Finance Insurance And Real Estate|0000845877|1983095744.0|19
XNYS|7.0||||4931|Normal|False|USD|||us||Utilities|CMS Energy Corporation||2025-10-23T12:00:00.000+0000|ONE ENERGY PLAZA, JACKSON, MI, 49201|299335000.0|BBG011LPWJS0|PRF||USA|Electric & Other Services Combined|CMSpC:US||https://www.cmsenergy.com||Utilities - Regulated Electric|CMSpC||CMS Energy is an energy holding company with three principal businesses. Its regulated utility, Consumers Energy, provides regulated natural gas service to 1.8 million customers and electric service to 1.9 million customers in Michigan. NorthStar Clean Energy, formerly CMS Enterprises, is engaged in wholesale power generation, including contracted renewable energy. CMS sold EnerBank in October 2021.|||||ELECTRIC & OTHER SERVICES COMBINED|Utilities||||/Y21zZW5lcmd5LmNvbQ/images/2025-04-04_logo.png|125896837||Transportation Communications Electric Gas And Sanitary Service|0000811156|5582597750.0|19
XNYS|7.0||||6282|Normal|True|USD||118832320.0|us||Financial Services|Oaktree Capital Group LLC||2025-08-12T20:00:00.000+0000|333 SOUTH GRAND AVENUE, 28TH FLOOR, LOS ANGELES, CA, 90071|118832320.0|BBG00KWXG946|PRF||USA|Investment Advice|OAKpA:US||https://www.brookfieldoaktreeholdings.com||Asset Management|OAKpA||Brookfield Oaktree Holdings LLC is an alternative asset manager involved in investing in credit, equity, and real estate.|||||INVESTMENT ADVICE|Trading|||||674001300||Finance Insurance And Real Estate|0001403528|2595773198.0|19
XNYS|7.0||||6021|Normal|False|USD|||us||Financial Services|Capital One Financial Corp.||2025-10-23T12:00:00.000+0000|1680 CAPITAL ONE DRIVE, MCLEAN, VA, 22102|7569889620.0|BBG00X8S90V3|PRF||USA|National Commercial Banks|COFpK:US||https://www.capitalone.com||Credit Services|COFpK||Capital One is a diversified financial services holding company headquartered in McLean, Virginia. Originally a spinoff of Signet Financial's credit card division in 1994, the company is now primarily involved in credit card lending, auto loans, and commercial lending. Following the acquisition of Discover in 2025, the firm also has a modest personal loan business, though credit card lending still provides the majority of the bank's revenue.|||||NATIONAL COMMERCIAL BANKS|Banking||||/Y2FwaXRhbG9uZS5jb20/images/2025-04-04_logo.svg|14040H774||Finance Insurance And Real Estate|0000927628|138301883357.0|19
XNYS|7.0||||6021|Normal|False|USD|||us||Financial Services|Capital One Financial Corp.||2025-10-23T12:00:00.000+0000|1680 CAPITAL ONE DRIVE, MCLEAN, VA, 22102|7938036072.0|BBG010L9FHV7|PRF||USA|National Commercial Banks|COFpL:US||https://www.capitalone.com||Credit Services|COFpL||Capital One is a diversified financial services holding company headquartered in McLean, Virginia. Originally a spinoff of Signet Financial's credit card division in 1994, the company is now primarily involved in credit card lending, auto loans, and commercial lending. Following the acquisition of Discover in 2025, the firm also has a modest personal loan business, though credit card lending still provides the majority of the bank's revenue.|||||NATIONAL COMMERCIAL BANKS|Banking||||/Y2FwaXRhbG9uZS5jb20/images/2025-04-04_logo.svg|14040H758||Finance Insurance And Real Estate|0000927628|137328024046.0|19
XNYS|7.0||||6021|Normal|False|USD|||us||Financial Services|Capital One Financial Corp.||2025-10-23T12:00:00.000+0000|1680 CAPITAL ONE DRIVE, MCLEAN, VA, 22102|7935720716.0|BBG011Y75285|PRF||USA|National Commercial Banks|COFpN:US||https://www.capitalone.com||Credit Services|COFpN||Capital One is a diversified financial services holding company headquartered in McLean, Virginia. Originally a spinoff of Signet Financial's credit card division in 1994, the company is now primarily involved in credit card lending, auto loans, and commercial lending. Following the acquisition of Discover in 2025, the firm also has a modest personal loan business, though credit card lending still provides the majority of the bank's revenue.|||||NATIONAL COMMERCIAL BANKS|Banking||||/Y2FwaXRhbG9uZS5jb20/images/2025-04-04_logo.svg|14040H733||Finance Insurance And Real Estate|0000927628|136891182351.0|19
XNAS|5.0||100.0||3674.0|Normal||USD||||30.0|Technology|Nano Labs Ltd - Class A Ordinary Shares|3 - Small||China|||EQS|US63011A1025|USA|Semiconductors & Related Devices||30.0|https://www.nano.cn||Semiconductors||3 - Small||False|True||||Electronic Equipment|False|True|30.0||63011A102 G6391Y128 G6391Y110||Manufacturing|0001872302||19
XNYS|7.0||||6798|Normal|False|USD|||us||Real Estate|ACRES Commercial Realty Corp||2025-10-28T10:59:00.000+0000|390 RXR PLAZA, UNIONDALE, NY, 11556|7097293.0|BBG0112KYX63|PRF|US00489Q3002|USA|Real Estate Investment Trusts|ACRpD:US||https://www.acresreit.com||REIT - Mortgage|ACRpD||ACRES Commercial Realty Corp is a commercial real estate investment trust that focuses on originating, holding and managing commercial real estate (CRE) mortgage loans and equity investments in commercial real estate properties through direct ownership and joint ventures. The company invests in commercial real-estate-related assets, including whole loans, A notes, B notes, mezzanine loans, and mortgage-related securities, as well as commercial finance assets, which include other asset-backed securities, senior secured corporate loans, equipment leases and notes, trust preferred securities, debt tranches of collateralize debt obligations, and private equity investments mainly issued by financial institutions.|||||REAL ESTATE INVESTMENT TRUSTS|Trading|||||00489Q300||Finance Insurance And Real Estate|0001332551|158553526.0|19
XNYS|7.0||||6282|Normal|False|USD||41707959.0|us||Financial Services|Oaktree Capital Group LLC||2025-08-12T20:00:00.000+0000|333 SOUTH GRAND AVENUE, 28TH FLOOR, LOS ANGELES, CA, 90071|118832320.0|BBG00LMXVXC6|PRF||USA|Investment Advice|OAKpB:US||https://www.brookfieldoaktreeholdings.com||Asset Management|OAKpB||Brookfield Oaktree Holdings LLC is an alternative asset manager involved in investing in credit, equity, and real estate.|||||INVESTMENT ADVICE|Trading|||||674001409||Finance Insurance And Real Estate|0001403528|2560836496.0|19
XNYS|7.0||||6282|Normal|False|USD|||us||Real Estate|DigitalBridge Group Inc||2025-10-30T12:30:00.000+0000|750 PARK OF COMMERCE DRIVE, SUITE 210, BOCA RATON, FL, 33487|94261475.0|BBG00FQSLDQ6|PRF||USA|Real Estate Investment Trusts|DBRGpH:US||https://www.digitalbridge.com||Real Estate Services|DBRGpH||DigitalBridge Group Inc is a developer of alternative asset manager dedicated to investing in digital infrastructure. The company's platform invests in and operates businesses across the digital ecosystem, including cell towers, data centres, fiber, small cells, and edge infrastructure, to provide clients with funds for digital infrastructure real estate infrastructure.|||||INVESTMENT ADVICE|Trading||||/ZGlnaXRhbGJyaWRnZS5jb20/images/2025-04-04_logo.png|19625W880 19626G702 25401T504||Finance Insurance And Real Estate|0001679688|4035867840.0|19
XNYS|7.0||||6282|Normal|False|USD|||us||Real Estate|DigitalBridge Group Inc||2025-10-30T12:30:00.000+0000|750 PARK OF COMMERCE DRIVE, SUITE 210, BOCA RATON, FL, 33487|94346472.0|BBG00HPSFZ72|PRF||USA|Real Estate Investment Trusts|DBRGpJ:US||https://www.digitalbridge.com||Real Estate Services|DBRGpJ||DigitalBridge Group Inc is a developer of alternative asset manager dedicated to investing in digital infrastructure. The company's platform invests in and operates businesses across the digital ecosystem, including cell towers, data centres, fiber, small cells, and edge infrastructure, to provide clients with funds for digital infrastructure real estate infrastructure.|||||INVESTMENT ADVICE|Trading||||/ZGlnaXRhbGJyaWRnZS5jb20/images/2025-04-04_logo.png|25401T306 19626G504 19625W864||Finance Insurance And Real Estate|0001679688|4006746212.0|19
XNYS|6.0||||6211|Normal|False|USD|||us||Financial Services|Morgan Stanley||2025-10-15T11:30:00.000+0000|1585 BROADWAY, NEW YORK, NY, 10036|1596340000.0|BBG0132W8BW1|PRF||USA|Security Brokers Dealers & Flotation Companies|MSpO:US||https://www.morganstanley.com||Capital Markets|MSpO||Morgan Stanley is a massive global financial services firm, with offices in 42 countries and more than 80,000 employees as of year-end 2024. The firm cut its teeth in investment banking and institutional trading, where it maintains a strong presence today, but generates the lion share of its income from wealth and asset management franchises, where it boasted $7.9 trillion in client assets at the end of its most recent fiscal year. After reincorporation as a bank holding company in the wake of the great financial crisis, Morgan Stanley also boasts a top 10 banking franchise by deposits, with nearly $400 billion in customer deposits, predominately attributable to cash sweeps from its wealth management and brokerage businesses.|||||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|Trading||||/bW9yZ2Fuc3RhbmxleS5jb20/images/2025-04-04_logo.svg|61762V861||Finance Insurance And Real Estate|0000895421|28542559200.0|19
